date,open,high,low,close,volume,symbol
2021-10-25,70.9,70.98,70.43,70.59,2769500,VNM
2021-10-26,70.51,70.67,70.04,70.2,1641200,VNM
2021-10-27,70.51,70.98,70.28,70.82,3549900,VNM
2021-10-28,70.9,71.69,70.9,70.98,4093700,VNM
2021-10-29,70.98,71.29,70.75,71.06,3748500,VNM
2021-11-01,71.14,71.53,70.35,70.51,5083800,VNM
2021-11-02,70.51,70.51,69.73,69.88,4888900,VNM
2021-11-03,69.81,70.12,69.1,69.1,5547900,VNM
2021-11-04,69.26,69.49,69.02,69.26,2513000,VNM
2021-11-05,69.41,70.04,69.34,69.88,2654600,VNM
2021-11-08,70.28,71.37,70.2,71.14,6171800,VNM
2021-11-09,71.29,71.37,70.28,70.35,3695000,VNM
2021-11-10,70.51,70.59,69.96,70.28,2666100,VNM
2021-11-11,70.35,70.82,69.96,70.2,3380600,VNM
2021-11-12,70.51,70.59,69.81,69.96,2120400,VNM
2021-11-15,70.12,70.2,69.73,69.73,3268000,VNM
2021-11-16,69.73,69.96,69.34,69.41,3251700,VNM
2021-11-17,69.41,70.2,69.41,69.57,2514400,VNM
2021-11-18,69.57,69.57,68.94,68.94,3900000,VNM
2021-11-19,68.94,69.26,67.38,67.46,5151200,VNM
2021-11-22,67.38,67.77,67.3,67.53,3497600,VNM
2021-11-23,67.77,67.93,67.38,67.61,2198800,VNM
2021-11-24,67.77,68.55,67.77,68.55,2124500,VNM
2021-11-25,68.55,69.1,68.32,68.55,2175400,VNM
2021-11-26,68.63,69.57,68.55,69.18,3015700,VNM
2021-11-29,68.79,68.87,68.32,68.55,2835900,VNM
2021-11-30,68.63,69.57,68.63,68.63,3177100,VNM
2021-12-01,68.94,69.41,68.47,68.55,1894500,VNM
2021-12-02,68.55,68.94,68.47,68.47,1254100,VNM
2021-12-03,68.63,68.94,67.22,67.22,2900400,VNM
2021-12-06,67.38,67.85,66.83,66.83,3168200,VNM
2021-12-07,67.22,67.77,66.91,67.77,1530000,VNM
2021-12-08,67.61,67.77,67.14,67.38,1294500,VNM
2021-12-09,67.3,68.24,67.14,68.16,1449900,VNM
2021-12-10,67.77,68.16,67.22,67.61,1485000,VNM
2021-12-13,67.61,68.0,67.38,67.69,1495700,VNM
2021-12-14,67.69,68.08,67.53,67.61,1671200,VNM
2021-12-15,67.69,67.93,67.61,67.61,1214100,VNM
2021-12-16,67.61,67.85,67.38,67.85,1610300,VNM
2021-12-17,67.85,67.93,67.14,67.14,2660200,VNM
2021-12-20,67.38,67.61,67.06,67.14,1807000,VNM
2021-12-21,67.22,67.38,66.98,66.98,1192900,VNM
2021-12-22,67.14,67.53,66.83,66.91,1844400,VNM
2021-12-23,66.91,66.91,66.2,66.36,2147800,VNM
2021-12-24,66.36,67.38,66.36,67.38,1148400,VNM
2021-12-27,67.38,67.69,67.14,67.46,1138300,VNM
2021-12-28,67.53,67.53,66.75,66.98,1544400,VNM
2021-12-29,66.98,67.06,66.67,66.75,945400,VNM
2021-12-30,66.83,67.06,66.67,66.83,893100,VNM
2021-12-31,66.98,68.55,66.83,67.69,2325100,VNM
2022-01-04,68.32,68.47,67.93,67.93,1885600,VNM
2022-01-05,68.0,68.16,67.38,67.53,3124600,VNM
2022-01-06,67.46,67.46,66.83,66.91,2848200,VNM
2022-01-07,66.83,67.06,66.59,66.75,2553900,VNM
2022-01-10,67.54,67.7,66.51,66.67,2146400,VNM
2022-01-11,66.59,66.91,66.51,66.67,1829000,VNM
2022-01-12,66.75,66.75,65.87,66.19,2183600,VNM
2022-01-13,66.43,66.67,66.03,66.19,1711600,VNM
2022-01-14,66.19,67.78,65.87,67.46,2516600,VNM
2022-01-17,67.7,67.7,66.03,66.03,2100400,VNM
2022-01-18,66.03,66.51,65.79,66.43,2100400,VNM
2022-01-19,66.03,66.51,65.87,66.43,1764900,VNM
2022-01-20,66.11,66.35,66.03,66.11,1488400,VNM
2022-01-21,66.11,66.35,65.71,65.79,1576400,VNM
2022-01-24,65.79,65.87,64.52,64.52,2222200,VNM
2022-01-25,64.12,64.52,63.0,63.08,3758600,VNM
2022-01-26,63.16,64.12,63.16,63.48,1452100,VNM
2022-01-27,63.8,66.43,63.8,66.19,2039000,VNM
2022-01-28,66.11,67.07,65.95,66.19,2257400,VNM
2022-02-07,66.27,66.91,66.03,66.51,1324200,VNM
2022-02-08,66.43,66.51,65.31,65.31,2708900,VNM
2022-02-09,65.31,66.67,65.31,65.95,1799300,VNM
2022-02-10,65.95,66.35,65.55,65.87,1612500,VNM
2022-02-11,65.71,65.79,65.23,65.31,1624600,VNM
2022-02-14,64.92,65.31,64.52,64.6,2971800,VNM
2022-02-15,64.6,64.92,64.52,64.68,1465300,VNM
2022-02-16,64.68,64.76,63.96,64.04,2825100,VNM
2022-02-17,64.12,64.68,64.04,64.36,1787700,VNM
2022-02-18,63.8,64.36,63.8,64.2,1808100,VNM
2022-02-21,64.44,65.0,64.44,64.52,1280600,VNM
2022-02-22,64.44,64.52,63.48,63.72,3204500,VNM
2022-02-23,63.72,64.12,63.56,63.72,2200300,VNM
2022-02-24,63.72,63.72,62.53,62.61,2723500,VNM
2022-02-25,62.92,63.32,62.84,62.84,1347700,VNM
2022-02-28,62.84,62.92,61.97,62.45,2258900,VNM
2022-03-01,62.45,63.24,62.29,63.08,1273100,VNM
2022-03-02,63.08,63.08,62.13,62.53,2037100,VNM
2022-03-03,62.69,62.92,62.29,62.45,1486600,VNM
2022-03-04,62.45,62.45,61.97,62.05,2511600,VNM
2022-03-07,62.05,62.05,61.09,61.17,3530800,VNM
2022-03-08,60.77,60.93,60.53,60.61,2383000,VNM
2022-03-09,60.53,61.17,59.74,59.82,3003700,VNM
2022-03-10,60.53,62.05,60.53,61.41,2971800,VNM
2022-03-11,61.49,62.53,61.41,62.13,2322900,VNM
2022-03-14,62.13,62.13,61.25,61.49,1654700,VNM
2022-03-15,61.33,61.73,60.77,61.49,1482600,VNM
2022-03-16,61.49,62.13,61.33,61.57,1850400,VNM
2022-03-17,61.81,61.97,60.85,60.85,1354400,VNM
2022-03-18,61.01,61.33,60.53,60.53,4233000,VNM
2022-03-21,60.53,62.05,60.53,61.81,1884100,VNM
2022-03-22,62.05,62.05,61.17,61.25,2390200,VNM
2022-03-23,61.17,61.33,60.46,60.61,3226000,VNM
2022-03-24,60.53,60.61,59.9,60.22,3389800,VNM
2022-03-25,60.22,60.38,59.82,59.9,2699500,VNM
2022-03-28,59.98,60.22,58.46,58.46,4038700,VNM
2022-03-29,58.54,60.14,58.54,60.14,2139300,VNM
2022-03-30,60.14,61.01,59.82,60.69,3413800,VNM
2022-03-31,60.69,64.52,60.53,64.44,9645800,VNM
2022-04-01,64.52,65.87,63.96,65.08,6112000,VNM
2022-04-04,65.31,65.71,64.92,65.47,3808700,VNM
2022-04-05,65.15,65.15,64.04,64.04,2202100,VNM
2022-04-06,63.72,64.68,63.0,63.16,4306700,VNM
2022-04-07,63.64,63.72,62.53,62.53,1760300,VNM
2022-04-08,62.53,63.0,61.57,61.57,2738300,VNM
2022-04-12,61.57,61.97,60.93,61.17,1776300,VNM
2022-04-13,61.17,62.53,61.09,61.49,2118800,VNM
2022-04-14,61.73,62.13,60.77,60.77,1810200,VNM
2022-04-15,60.93,61.81,60.53,60.93,1362400,VNM
2022-04-18,60.93,62.05,60.85,61.33,2564300,VNM
2022-04-19,61.41,61.89,60.53,60.53,1670200,VNM
2022-04-20,60.53,61.09,60.22,60.22,1931100,VNM
2022-04-21,59.98,60.93,59.74,59.74,4615600,VNM
2022-04-22,60.3,60.93,60.14,60.46,2800400,VNM
2022-04-25,60.53,60.77,58.15,58.54,2659800,VNM
2022-04-26,58.54,60.53,56.47,60.46,3883000,VNM
2022-04-27,59.9,60.38,58.7,59.74,1826000,VNM
2022-04-28,59.66,59.66,58.78,59.18,1911000,VNM
2022-04-29,59.26,59.74,58.94,59.1,1630100,VNM
2022-05-04,59.1,59.26,57.75,57.75,1763900,VNM
2022-05-05,58.3,58.3,56.95,57.43,1548200,VNM
2022-05-06,56.87,57.03,55.36,55.92,2109800,VNM
2022-05-09,55.92,56.95,55.44,55.76,2392100,VNM
2022-05-10,55.76,57.27,55.76,56.23,3106500,VNM
2022-05-11,56.23,56.63,55.36,55.36,1793700,VNM
2022-05-12,55.6,55.6,52.97,52.97,3189100,VNM
2022-05-13,53.37,54.0,52.49,52.65,4590600,VNM
2022-05-16,53.05,53.84,52.33,52.41,1977800,VNM
2022-05-17,52.25,55.76,51.93,55.76,2105100,VNM
2022-05-18,55.76,56.15,55.36,55.99,1983200,VNM
2022-05-19,55.36,55.76,54.96,54.96,1449400,VNM
2022-05-20,54.96,55.68,54.16,54.24,1296200,VNM
2022-05-23,54.56,54.72,52.73,52.81,2022200,VNM
2022-05-24,53.13,54.88,52.97,54.88,2033000,VNM
2022-05-25,54.88,57.59,54.88,57.27,2362100,VNM
2022-05-26,57.27,57.27,56.31,56.79,1530800,VNM
2022-05-27,56.79,58.38,56.31,58.15,3456900,VNM
2022-05-30,58.07,58.07,57.35,57.75,2124400,VNM
2022-05-31,57.43,57.67,57.11,57.11,2058700,VNM
2022-06-01,56.95,57.83,56.79,57.27,1229600,VNM
2022-06-02,57.35,57.35,56.39,56.63,1487800,VNM
2022-06-03,56.55,56.79,55.76,55.99,1052800,VNM
2022-06-06,55.92,56.71,55.76,56.39,1432000,VNM
2022-06-07,55.99,56.31,55.76,56.23,1322200,VNM
2022-06-08,56.31,56.87,56.31,56.55,1698600,VNM
2022-06-09,56.55,56.63,55.92,55.92,1045100,VNM
2022-06-10,55.76,55.92,55.36,55.36,1483300,VNM
2022-06-13,54.48,54.48,52.73,52.89,2379700,VNM
2022-06-14,52.17,53.76,52.09,52.65,1393200,VNM
2022-06-15,52.65,52.97,51.38,51.38,2680600,VNM
2022-06-16,51.85,54.4,51.77,54.16,2215500,VNM
2022-06-17,53.29,54.64,51.93,53.13,2502800,VNM
2022-06-20,52.89,55.52,52.89,54.96,2588200,VNM
2022-06-21,55.12,58.78,54.8,58.7,4839300,VNM
2022-06-22,58.23,58.46,56.23,56.23,2214000,VNM
2022-06-23,56.23,57.35,55.76,56.31,1103100,VNM
2022-06-24,56.55,58.07,56.47,56.95,1684400,VNM
2022-06-27,57.19,57.43,55.99,56.63,1804300,VNM
2022-06-28,56.23,57.91,55.84,56.39,3037200,VNM
2022-06-29,56.23,57.91,56.23,57.59,1941000,VNM
2022-06-30,57.59,59.58,57.51,57.51,3582600,VNM
2022-07-01,57.59,58.86,57.35,58.7,2859000,VNM
2022-07-04,58.94,60.38,58.78,59.82,3139300,VNM
2022-07-05,59.98,60.06,58.15,58.23,2590800,VNM
2022-07-06,58.51,58.92,57.28,58.27,2360100,VNM
2022-07-07,58.27,60.16,57.69,60.16,3049600,VNM
2022-07-08,60.16,60.41,59.75,60.16,1704200,VNM
2022-07-11,59.5,61.56,59.34,60.16,2556900,VNM
2022-07-12,60.16,60.9,59.83,60.41,976100,VNM
2022-07-13,60.33,60.66,59.67,59.75,1423500,VNM
2022-07-14,59.58,60.33,59.5,59.67,982300,VNM
2022-07-15,59.67,60.16,59.01,59.01,1475000,VNM
2022-07-18,59.34,59.5,58.92,59.09,1106700,VNM
2022-07-19,59.34,60.08,59.01,60.0,1530100,VNM
2022-07-20,60.33,60.66,60.0,60.16,1167800,VNM
2022-07-21,59.75,60.66,59.5,60.33,1720500,VNM
2022-07-22,60.33,60.33,59.34,59.34,712300,VNM
2022-07-25,59.34,60.08,59.17,60.08,1242600,VNM
2022-07-26,60.08,60.16,59.17,59.34,1154000,VNM
2022-07-27,59.34,59.83,59.17,59.5,789500,VNM
2022-07-28,59.75,60.0,59.58,59.83,1219400,VNM
2022-07-29,59.91,60.66,59.67,60.0,2582800,VNM
2022-08-01,60.0,60.57,59.5,60.57,2527600,VNM
2022-08-02,60.49,61.15,59.91,60.49,2600900,VNM
2022-08-03,60.0,60.57,59.75,60.49,3134700,VNM
2022-08-04,60.49,60.49,60.0,60.41,1720600,VNM
2022-08-05,60.41,60.49,59.83,59.83,2135400,VNM
2022-08-08,59.75,59.75,59.42,59.5,2795800,VNM
2022-08-09,59.5,59.67,59.34,59.34,2129800,VNM
2022-08-10,59.34,59.83,59.34,59.75,1544800,VNM
2022-08-11,59.83,59.83,58.27,58.6,3884600,VNM
2022-08-12,58.51,59.25,58.51,59.25,1796100,VNM
2022-08-15,59.34,59.34,58.76,58.92,2525800,VNM
2022-08-16,59.17,59.67,59.09,59.17,1688300,VNM
2022-08-17,59.17,59.83,59.09,59.83,1316400,VNM
2022-08-18,59.83,60.66,59.83,60.49,4230600,VNM
2022-08-19,60.49,61.4,60.08,61.07,5225600,VNM
2022-08-22,61.07,61.64,60.74,60.74,2071700,VNM
2022-08-23,60.74,62.55,60.66,62.47,4551200,VNM
2022-08-24,62.47,64.53,62.47,64.03,5443600,VNM
2022-08-25,64.2,64.53,63.46,64.2,2182100,VNM
2022-08-26,64.12,64.36,62.8,63.37,2463000,VNM
2022-08-29,62.72,62.88,62.14,62.22,3311500,VNM
2022-08-30,62.22,62.96,62.22,62.63,2234900,VNM
2022-08-31,62.55,62.96,62.22,62.22,1657100,VNM
2022-09-05,62.22,64.12,62.22,63.87,3169400,VNM
2022-09-06,63.87,65.11,63.7,64.12,2649000,VNM
2022-09-07,64.12,64.12,62.39,62.39,2916400,VNM
2022-09-08,62.63,63.05,61.97,62.39,1351100,VNM
2022-09-09,62.55,63.05,62.22,62.55,1188500,VNM
2022-09-12,62.63,62.8,62.06,62.06,1391890,VNM
2022-09-13,61.97,62.63,61.97,62.39,1561638,VNM
2022-09-14,61.73,61.81,60.82,60.98,2040943,VNM
2022-09-15,61.07,61.97,61.07,61.4,1210034,VNM
2022-09-16,61.56,62.63,61.31,62.63,2310120,VNM
2022-09-19,62.3,62.39,61.73,61.97,1419408,VNM
2022-09-20,62.06,62.8,62.06,62.47,1140495,VNM
2022-09-21,62.39,63.95,62.3,63.37,2480307,VNM
2022-09-22,63.13,63.54,62.63,63.37,1034545,VNM
2022-09-23,63.46,63.7,63.05,63.21,1399756,VNM
2022-09-26,62.47,62.8,60.74,60.98,3387326,VNM
2022-09-27,61.4,61.73,59.58,59.67,2416742,VNM
2022-09-28,59.34,60.16,58.43,59.17,2146817,VNM
2022-09-29,60.08,60.57,59.5,59.91,2034120,VNM
2022-09-30,59.25,60.41,59.25,59.58,2346199,VNM
2022-10-03,59.25,59.75,58.51,58.51,2040145,VNM
2022-10-04,59.17,59.17,57.69,58.43,1632502,VNM
2022-10-05,58.51,59.34,58.51,59.01,1494257,VNM
2022-10-06,58.76,58.84,57.69,57.69,1503513,VNM
2022-10-07,57.11,58.76,54.8,57.52,2686766,VNM
2022-10-10,56.45,58.92,55.55,58.1,1663239,VNM
2022-10-11,58.1,58.92,57.36,57.85,1719285,VNM
2022-10-12,58.1,59.09,57.77,59.01,1274959,VNM
2022-10-13,58.51,60.82,58.35,60.82,3172239,VNM
2022-10-14,60.98,61.4,60.74,60.98,1437871,VNM
2022-10-17,60.82,61.89,60.74,61.07,1681156,VNM
2022-10-18,61.81,63.46,61.56,63.05,3138948,VNM
2022-10-19,62.72,63.29,62.72,63.13,1038904,VNM
2022-10-20,63.13,63.87,62.47,63.87,2291524,VNM
2022-10-21,63.87,64.61,63.05,63.46,2098990,VNM
2022-10-24,63.62,63.62,60.98,60.98,1579414,VNM
2022-10-25,61.07,63.29,61.07,62.63,1658734,VNM
2022-10-26,62.63,62.96,62.3,62.63,825157,VNM
2022-10-27,62.63,64.69,62.63,64.69,2285350,VNM
2022-10-28,64.69,64.78,64.03,64.28,1440253,VNM
2022-10-31,64.03,64.69,63.7,64.69,1573511,VNM
2022-11-01,64.69,67.99,64.69,66.09,3182949,VNM
2022-11-02,66.09,66.18,64.53,64.53,1831325,VNM
2022-11-03,64.28,66.51,64.28,65.93,1279244,VNM
2022-11-04,65.85,66.75,64.28,65.93,2910873,VNM
2022-11-07,66.01,67.74,65.93,67.74,2640530,VNM
2022-11-08,67.74,67.91,65.6,67.91,2303484,VNM
2022-11-09,67.58,67.74,65.93,66.67,2702165,VNM
2022-11-10,66.67,66.75,63.46,64.61,2639743,VNM
2022-11-11,65.02,66.26,64.61,64.61,1565416,VNM
2022-11-14,64.28,67.58,62.72,65.11,2597912,VNM
2022-11-15,65.11,65.44,63.05,63.46,2090963,VNM
2022-11-16,62.22,64.94,60.82,61.4,3544510,VNM
2022-11-17,63.29,64.53,61.89,62.63,2600851,VNM
2022-11-18,63.46,64.12,62.39,63.46,2230809,VNM
2022-11-21,63.46,64.2,63.37,64.2,1788236,VNM
2022-11-22,63.87,66.09,63.79,65.52,2282682,VNM
2022-11-23,65.52,65.68,64.53,65.44,773770,VNM
2022-11-24,65.11,66.92,65.02,66.92,2883664,VNM
2022-11-25,67.0,68.15,66.75,67.74,2597228,VNM
2022-11-28,67.58,68.73,67.33,67.33,2300555,VNM
2022-11-29,67.0,68.65,66.34,68.4,2405600,VNM
2022-11-30,68.4,68.4,67.17,68.24,1996463,VNM
2022-12-01,67.25,68.32,67.25,67.91,2218159,VNM
2022-12-02,67.83,69.23,67.58,69.23,2523394,VNM
2022-12-05,69.31,70.54,69.31,70.05,2067794,VNM
2022-12-06,70.05,70.13,67.99,67.99,1396651,VNM
2022-12-07,68.4,69.47,67.41,67.99,1840655,VNM
2022-12-08,68.4,69.23,66.75,66.75,1597948,VNM
2022-12-09,66.75,67.41,65.93,65.93,2409728,VNM
2022-12-12,66.18,67.5,64.61,64.69,3144784,VNM
2022-12-13,64.78,65.44,63.62,64.28,3611310,VNM
2022-12-14,65.44,65.44,63.87,63.87,3523110,VNM
2022-12-15,63.87,65.27,63.7,63.95,2596282,VNM
2022-12-16,64.03,64.94,63.95,64.28,3003287,VNM
2022-12-19,64.69,64.69,63.46,63.46,2425078,VNM
2022-12-20,63.7,65.68,63.37,64.86,3031345,VNM
2022-12-21,65.68,66.42,65.52,65.68,2306984,VNM
2022-12-22,66.52,66.69,64.59,64.59,1588107,VNM
2022-12-23,64.68,65.6,63.92,63.92,1562595,VNM
2022-12-26,64.09,65.1,63.67,63.76,1658620,VNM
2022-12-27,64.43,65.43,63.76,64.26,1587728,VNM
2022-12-28,64.34,65.43,64.26,64.59,1189135,VNM
2022-12-29,64.93,65.6,64.59,64.59,1330412,VNM
2022-12-30,65.43,65.43,63.84,63.84,1199657,VNM
2023-01-03,64.17,65.85,63.92,65.85,1496887,VNM
2023-01-04,66.02,66.52,65.94,66.52,1090697,VNM
2023-01-05,66.52,68.29,66.27,68.12,2471156,VNM
2023-01-06,67.95,68.12,66.78,66.94,1270661,VNM
2023-01-09,67.03,67.7,66.78,67.7,949900,VNM
2023-01-10,67.87,68.37,67.61,67.95,1196828,VNM
2023-01-11,67.95,68.45,66.61,66.61,1535421,VNM
2023-01-12,67.03,67.28,66.52,67.11,685545,VNM
2023-01-13,67.28,68.03,67.19,67.61,1449667,VNM
2023-01-16,67.61,67.78,66.61,66.61,655271,VNM
2023-01-17,67.28,67.95,66.61,67.87,1672065,VNM
2023-01-18,67.87,68.37,67.7,68.2,1299292,VNM
2023-01-19,67.78,68.37,67.11,68.2,2628489,VNM
2023-01-27,68.29,68.7,66.78,67.11,2333482,VNM
2023-01-30,67.11,67.11,66.61,66.61,1614712,VNM
2023-01-31,66.44,66.69,64.51,64.68,4819134,VNM
2023-02-01,65.18,65.27,64.51,64.76,1811677,VNM
2023-02-02,64.93,65.01,64.34,64.34,1494960,VNM
2023-02-03,64.59,64.68,63.67,63.76,1857505,VNM
2023-02-06,63.67,65.01,63.67,64.93,1911471,VNM
2023-02-07,65.1,65.1,63.84,63.84,1275373,VNM
2023-02-08,63.92,64.26,63.5,63.59,1551091,VNM
2023-02-09,63.59,63.76,62.92,62.92,1594747,VNM
2023-02-10,62.92,63.67,62.92,63.67,1236884,VNM
2023-02-13,63.67,63.67,62.16,63.17,1570936,VNM
2023-02-14,63.17,63.5,62.41,62.66,1074782,VNM
2023-02-15,62.66,63.76,62.41,63.76,1444301,VNM
2023-02-16,63.76,64.17,63.42,64.17,692037,VNM
2023-02-17,63.84,64.09,63.17,63.76,777880,VNM
2023-02-20,63.76,65.01,63.34,65.01,1386188,VNM
2023-02-21,65.01,65.1,64.34,64.76,889193,VNM
2023-02-22,64.01,64.34,63.34,63.34,1296443,VNM
2023-02-23,63.34,64.51,62.41,63.5,2328809,VNM
2023-02-24,63.5,63.76,62.5,62.66,1681692,VNM
2023-02-27,62.66,63.67,62.08,63.08,1113616,VNM
2023-02-28,63.34,63.67,63.0,63.34,1035315,VNM
2023-03-01,63.0,64.59,62.92,64.51,1636044,VNM
2023-03-02,64.51,64.51,63.84,64.17,1089291,VNM
2023-03-03,62.92,64.43,62.92,63.76,704604,VNM
2023-03-06,63.76,64.26,62.92,62.92,892543,VNM
2023-03-07,63.67,63.92,63.34,63.59,1171596,VNM
2023-03-08,63.08,64.17,62.92,64.17,1245092,VNM
2023-03-09,63.92,64.68,63.92,64.17,1390428,VNM
2023-03-10,64.17,64.76,63.84,64.51,1428506,VNM
2023-03-13,64.43,64.68,64.26,64.51,1825388,VNM
2023-03-14,64.01,64.51,63.42,64.26,1735682,VNM
2023-03-15,64.26,64.85,64.17,64.68,1960620,VNM
2023-03-16,64.59,64.68,63.67,64.09,1530353,VNM
2023-03-17,64.09,64.09,62.5,62.5,2433870,VNM
2023-03-20,62.92,62.92,62.16,62.33,1610450,VNM
2023-03-21,62.41,63.0,62.25,62.41,1351452,VNM
2023-03-22,62.58,62.66,62.41,62.41,901008,VNM
2023-03-23,62.33,63.17,62.08,63.17,1285502,VNM
2023-03-24,62.92,63.34,62.75,62.92,932820,VNM
2023-03-27,62.92,62.92,62.33,62.58,1371841,VNM
2023-03-28,62.5,63.17,62.41,62.41,1650696,VNM
2023-03-29,62.66,62.83,62.41,62.83,907785,VNM
2023-03-30,62.66,63.25,62.58,62.92,839461,VNM
2023-03-31,62.92,63.25,62.41,62.41,1076689,VNM
2023-04-03,62.58,62.83,62.25,62.41,851274,VNM
2023-04-04,62.41,62.5,62.25,62.25,1819637,VNM
2023-04-05,62.25,62.75,62.16,62.5,964016,VNM
2023-04-06,62.41,62.58,62.33,62.33,906247,VNM
2023-04-07,62.41,62.66,62.33,62.66,795228,VNM
2023-04-10,62.66,62.66,62.41,62.41,833066,VNM
2023-04-11,62.33,62.5,62.16,62.41,783565,VNM
2023-04-12,62.41,62.41,62.08,62.33,979996,VNM
2023-04-13,62.33,62.41,61.66,61.66,891570,VNM
2023-04-14,61.74,61.83,61.07,61.07,1294816,VNM
2023-04-17,61.07,61.15,60.15,60.15,1366872,VNM
2023-04-18,60.23,61.24,60.23,61.24,932467,VNM
2023-04-19,61.32,61.32,60.4,60.4,817480,VNM
2023-04-20,60.48,60.9,60.23,60.32,822994,VNM
2023-04-21,60.4,60.4,59.39,59.48,1109508,VNM
2023-04-24,59.56,59.64,58.89,59.14,1135168,VNM
2023-04-25,59.14,59.9,58.55,58.64,1371733,VNM
2023-04-26,58.72,59.56,58.72,59.56,942125,VNM
2023-04-27,59.56,59.56,58.3,58.3,1370570,VNM
2023-04-28,58.55,58.89,58.47,58.72,1117094,VNM
2023-05-04,58.72,58.72,57.38,57.55,2659616,VNM
2023-05-05,57.55,58.05,57.55,57.72,712871,VNM
2023-05-08,57.88,59.06,57.88,59.06,1228760,VNM
2023-05-09,59.39,59.56,59.14,59.31,872498,VNM
2023-05-10,59.39,59.64,59.14,59.14,952494,VNM
2023-05-11,59.14,59.48,58.72,58.72,447884,VNM
2023-05-12,59.06,59.06,58.3,58.39,1214899,VNM
2023-05-15,58.64,58.64,57.88,57.88,1539719,VNM
2023-05-16,57.88,58.47,57.88,58.47,1381060,VNM
2023-05-17,58.47,58.47,57.72,57.88,1869705,VNM
2023-05-18,57.88,58.72,57.46,58.05,2498777,VNM
2023-05-19,58.22,58.3,57.55,57.55,1204484,VNM
2023-05-22,57.63,57.88,57.21,57.21,1699621,VNM
2023-05-23,57.04,57.38,56.21,56.21,2940962,VNM
2023-05-24,56.29,56.54,55.45,55.62,2354186,VNM
2023-05-25,55.53,56.62,55.37,56.29,1306722,VNM
2023-05-26,56.54,57.04,56.29,56.29,906227,VNM
2023-05-29,56.46,56.79,56.29,56.29,1044750,VNM
2023-05-30,56.29,56.54,55.79,55.79,1772267,VNM
2023-05-31,56.04,56.04,55.45,55.45,1468744,VNM
2023-06-01,55.45,55.79,55.37,55.45,1217050,VNM
2023-06-02,55.53,55.62,54.95,55.28,2972493,VNM
2023-06-05,55.79,56.37,55.53,55.79,3326155,VNM
2023-06-06,56.12,56.12,55.37,55.7,3425841,VNM
2023-06-07,55.79,55.95,55.37,55.53,3720457,VNM
2023-06-08,55.79,55.79,54.95,54.95,5040797,VNM
2023-06-09,55.03,55.79,54.95,55.2,2081714,VNM
2023-06-12,55.37,57.04,55.37,56.96,5452337,VNM
2023-06-13,57.13,57.3,56.62,56.71,4946444,VNM
2023-06-14,56.79,57.21,56.29,56.29,4911944,VNM
2023-06-15,56.46,56.54,55.53,55.62,4689964,VNM
2023-06-16,55.79,55.87,55.37,55.45,5994312,VNM
2023-06-19,55.62,55.87,55.03,55.2,3284579,VNM
2023-06-20,55.28,55.28,54.95,54.95,2964627,VNM
2023-06-21,55.03,55.62,54.95,55.62,3492784,VNM
2023-06-22,55.79,56.46,55.62,56.12,5613113,VNM
2023-06-23,56.21,58.3,56.21,57.97,11963164,VNM
2023-06-26,58.13,59.31,57.3,59.23,10742723,VNM
2023-06-27,59.39,59.39,58.39,59.14,5982210,VNM
2023-06-28,59.14,59.48,58.47,59.23,6157222,VNM
2023-06-29,59.23,60.74,58.81,60.32,7702292,VNM
2023-06-30,60.32,60.4,59.39,59.56,3646759,VNM
2023-07-03,59.64,59.9,58.97,59.31,3187816,VNM
2023-07-04,59.14,59.73,58.81,59.23,4783357,VNM
2023-07-05,59.39,59.39,58.39,58.55,6661035,VNM
2023-07-06,58.64,59.31,58.55,59.14,7632376,VNM
2023-07-07,59.31,59.73,59.06,59.48,5782449,VNM
2023-07-10,59.9,60.99,59.73,60.48,6174583,VNM
2023-07-11,60.48,61.57,60.15,61.07,5705271,VNM
2023-07-12,61.15,61.66,60.9,61.66,4197529,VNM
2023-07-13,61.57,61.91,61.15,61.32,3785836,VNM
2023-07-14,61.41,61.57,60.48,61.49,5211888,VNM
2023-07-17,61.24,61.74,60.57,60.65,3924388,VNM
2023-07-18,60.82,60.9,60.57,60.74,2931448,VNM
2023-07-19,60.82,61.24,60.74,60.9,2946641,VNM
2023-07-20,60.9,61.07,60.65,60.9,2601742,VNM
2023-07-21,60.9,61.66,60.82,61.66,3343300,VNM
2023-07-24,61.66,62.08,61.49,61.74,2537340,VNM
2023-07-25,61.74,62.66,61.32,62.5,4249028,VNM
2023-07-26,62.41,63.08,62.33,62.92,3191917,VNM
2023-07-27,62.92,63.59,62.75,63.5,4180261,VNM
2023-07-28,63.59,65.18,63.42,64.93,5476424,VNM
2023-07-31,64.85,65.77,64.76,65.43,3366889,VNM
2023-08-01,65.43,65.43,63.76,63.76,5735402,VNM
2023-08-02,63.76,64.17,63.17,63.84,2680830,VNM
2023-08-03,64.23,64.23,62.93,62.93,2921459,VNM
2023-08-04,62.84,63.28,62.41,63.28,3167057,VNM
2023-08-07,63.19,64.92,62.67,64.92,4320043,VNM
2023-08-08,64.75,64.92,64.06,64.58,3433019,VNM
2023-08-09,64.58,64.58,63.1,63.36,3707004,VNM
2023-08-10,63.36,64.14,63.19,63.36,2734314,VNM
2023-08-11,63.36,63.71,62.76,63.71,2182946,VNM
2023-08-14,63.62,63.71,62.84,63.62,3068103,VNM
2023-08-15,63.19,63.62,63.02,63.1,2221214,VNM
